starttime	seconds	ctime	dtime	ttime	wait
Wed Jan 27 14:17:14 2016	1453900634	0	52	52	52
Wed Jan 27 14:17:18 2016	1453900638	0	52	52	52
Wed Jan 27 14:17:22 2016	1453900642	0	52	52	52
Wed Jan 27 14:17:13 2016	1453900633	0	52	52	52
Wed Jan 27 14:17:23 2016	1453900643	0	52	52	52
Wed Jan 27 14:17:22 2016	1453900642	0	52	52	52
Wed Jan 27 14:17:23 2016	1453900643	0	52	52	52
Wed Jan 27 14:17:22 2016	1453900642	0	52	52	52
Wed Jan 27 14:17:13 2016	1453900633	0	52	52	52
Wed Jan 27 14:17:16 2016	1453900636	0	52	52	52
Wed Jan 27 14:17:17 2016	1453900637	0	53	53	52
Wed Jan 27 14:17:15 2016	1453900635	0	53	53	52
Wed Jan 27 14:17:15 2016	1453900635	0	53	53	53
Wed Jan 27 14:17:20 2016	1453900640	0	53	53	53
Wed Jan 27 14:17:17 2016	1453900637	0	53	53	53
Wed Jan 27 14:17:18 2016	1453900638	0	53	53	53
Wed Jan 27 14:17:16 2016	1453900636	0	53	53	53
Wed Jan 27 14:17:18 2016	1453900638	0	53	53	53
Wed Jan 27 14:17:23 2016	1453900643	0	53	54	53
Wed Jan 27 14:17:23 2016	1453900643	0	54	54	53
Wed Jan 27 14:17:18 2016	1453900638	0	54	54	54
Wed Jan 27 14:17:20 2016	1453900640	0	54	54	54
Wed Jan 27 14:17:14 2016	1453900634	0	54	54	54
Wed Jan 27 14:17:19 2016	1453900639	0	54	54	54
Wed Jan 27 14:17:20 2016	1453900640	0	54	54	54
Wed Jan 27 14:17:18 2016	1453900638	0	54	55	54
Wed Jan 27 14:17:16 2016	1453900636	0	55	55	55
Wed Jan 27 14:17:16 2016	1453900636	0	55	55	55
Wed Jan 27 14:17:18 2016	1453900638	0	55	55	55
Wed Jan 27 14:17:19 2016	1453900639	0	56	56	55
Wed Jan 27 14:17:17 2016	1453900637	0	56	56	56
Wed Jan 27 14:17:18 2016	1453900638	0	56	56	56
Wed Jan 27 14:17:24 2016	1453900644	0	56	56	56
Wed Jan 27 14:17:21 2016	1453900641	0	56	56	56
Wed Jan 27 14:17:21 2016	1453900641	0	56	56	56
Wed Jan 27 14:17:22 2016	1453900642	0	57	57	57
Wed Jan 27 14:17:15 2016	1453900635	0	57	57	57
Wed Jan 27 14:17:18 2016	1453900638	0	58	58	58
Wed Jan 27 14:17:18 2016	1453900638	0	58	58	58
Wed Jan 27 14:17:18 2016	1453900638	0	58	58	58
Wed Jan 27 14:17:15 2016	1453900635	0	59	59	59
Wed Jan 27 14:17:19 2016	1453900639	0	60	60	60
Wed Jan 27 14:17:18 2016	1453900638	0	60	60	60
Wed Jan 27 14:17:14 2016	1453900634	0	61	61	60
Wed Jan 27 14:17:18 2016	1453900638	0	61	61	61
Wed Jan 27 14:17:18 2016	1453900638	0	61	61	61
Wed Jan 27 14:17:18 2016	1453900638	0	61	62	61
Wed Jan 27 14:17:13 2016	1453900633	0	62	62	62
Wed Jan 27 14:17:22 2016	1453900642	0	65	65	65
Wed Jan 27 14:17:17 2016	1453900637	0	66	66	66
Wed Jan 27 14:17:12 2016	1453900632	0	263	263	263
Wed Jan 27 14:17:12 2016	1453900632	0	264	264	264
