starttime	seconds	ctime	dtime	ttime	wait
Wed Jan 27 14:18:14 2016	1453900694	0	236	236	235
Wed Jan 27 14:18:03 2016	1453900683	0	236	236	235
Wed Jan 27 14:18:38 2016	1453900718	0	236	236	235
Wed Jan 27 14:19:26 2016	1453900766	0	236	236	235
Wed Jan 27 14:19:35 2016	1453900775	0	236	236	235
Wed Jan 27 14:19:11 2016	1453900751	0	236	236	235
Wed Jan 27 14:18:09 2016	1453900689	0	236	236	235
Wed Jan 27 14:18:37 2016	1453900717	0	236	236	235
Wed Jan 27 14:17:44 2016	1453900664	0	236	236	235
Wed Jan 27 14:18:16 2016	1453900696	0	236	236	235
Wed Jan 27 14:18:49 2016	1453900729	0	236	236	236
Wed Jan 27 14:18:22 2016	1453900702	0	236	236	236
Wed Jan 27 14:19:32 2016	1453900772	0	236	236	236
Wed Jan 27 14:18:38 2016	1453900718	0	236	236	236
Wed Jan 27 14:17:48 2016	1453900668	0	236	236	235
Wed Jan 27 14:18:41 2016	1453900721	0	236	236	236
Wed Jan 27 14:18:37 2016	1453900717	0	236	236	236
Wed Jan 27 14:18:46 2016	1453900726	0	236	236	236
Wed Jan 27 14:19:11 2016	1453900751	0	236	236	236
Wed Jan 27 14:17:54 2016	1453900674	0	236	236	236
Wed Jan 27 14:18:24 2016	1453900704	0	236	236	236
Wed Jan 27 14:18:14 2016	1453900694	0	236	236	236
Wed Jan 27 14:18:26 2016	1453900706	0	236	236	236
Wed Jan 27 14:18:58 2016	1453900738	0	236	236	236
Wed Jan 27 14:19:20 2016	1453900760	0	236	236	236
Wed Jan 27 14:18:19 2016	1453900699	0	236	236	236
Wed Jan 27 14:17:52 2016	1453900672	0	236	236	236
Wed Jan 27 14:18:05 2016	1453900685	0	236	236	236
Wed Jan 27 14:17:45 2016	1453900665	0	236	236	236
Wed Jan 27 14:18:41 2016	1453900721	0	236	236	236
Wed Jan 27 14:19:06 2016	1453900746	0	236	236	236
Wed Jan 27 14:19:16 2016	1453900756	0	236	236	236
Wed Jan 27 14:18:03 2016	1453900683	0	236	236	236
Wed Jan 27 14:18:03 2016	1453900683	0	236	236	236
Wed Jan 27 14:18:37 2016	1453900717	0	236	236	236
Wed Jan 27 14:18:06 2016	1453900686	0	236	236	236
Wed Jan 27 14:18:21 2016	1453900701	0	236	236	236
Wed Jan 27 14:17:52 2016	1453900672	0	236	236	236
Wed Jan 27 14:18:36 2016	1453900716	0	236	236	236
Wed Jan 27 14:19:24 2016	1453900764	0	236	236	236
Wed Jan 27 14:19:44 2016	1453900784	0	236	236	236
Wed Jan 27 14:18:29 2016	1453900709	0	236	236	236
Wed Jan 27 14:17:50 2016	1453900670	0	236	236	236
Wed Jan 27 14:18:12 2016	1453900692	0	236	236	236
Wed Jan 27 14:17:48 2016	1453900668	0	236	236	236
Wed Jan 27 14:18:20 2016	1453900700	0	236	236	236
Wed Jan 27 14:18:26 2016	1453900706	0	236	236	236
Wed Jan 27 14:18:36 2016	1453900716	0	236	236	236
Wed Jan 27 14:18:29 2016	1453900709	0	236	236	236
Wed Jan 27 14:18:15 2016	1453900695	0	236	236	236
Wed Jan 27 14:17:48 2016	1453900668	0	236	236	236
Wed Jan 27 14:19:21 2016	1453900761	0	236	236	236
Wed Jan 27 14:17:49 2016	1453900669	0	236	236	236
Wed Jan 27 14:19:18 2016	1453900758	0	236	236	236
Wed Jan 27 14:18:52 2016	1453900732	0	236	236	236
Wed Jan 27 14:18:08 2016	1453900688	0	236	236	236
Wed Jan 27 14:18:03 2016	1453900683	0	236	236	236
Wed Jan 27 14:17:57 2016	1453900677	0	236	236	236
Wed Jan 27 14:18:06 2016	1453900686	0	236	236	236
Wed Jan 27 14:18:28 2016	1453900708	0	236	236	236
Wed Jan 27 14:18:14 2016	1453900694	0	236	236	236
Wed Jan 27 14:18:19 2016	1453900699	0	236	236	236
Wed Jan 27 14:18:26 2016	1453900706	0	236	236	236
Wed Jan 27 14:18:29 2016	1453900709	0	236	236	236
Wed Jan 27 14:18:16 2016	1453900696	0	236	236	236
Wed Jan 27 14:17:58 2016	1453900678	0	236	236	236
Wed Jan 27 14:18:48 2016	1453900728	0	236	236	236
Wed Jan 27 14:19:06 2016	1453900746	0	236	236	236
Wed Jan 27 14:19:02 2016	1453900742	0	236	236	236
Wed Jan 27 14:19:00 2016	1453900740	0	236	236	236
Wed Jan 27 14:17:52 2016	1453900672	0	236	236	236
Wed Jan 27 14:18:14 2016	1453900694	0	236	236	236
Wed Jan 27 14:17:57 2016	1453900677	0	236	236	236
Wed Jan 27 14:18:54 2016	1453900734	0	236	236	236
Wed Jan 27 14:18:47 2016	1453900727	0	236	236	236
Wed Jan 27 14:17:43 2016	1453900663	0	236	236	236
Wed Jan 27 14:18:30 2016	1453900710	0	236	236	236
Wed Jan 27 14:18:34 2016	1453900714	0	236	236	236
Wed Jan 27 14:17:46 2016	1453900666	0	236	236	236
Wed Jan 27 14:17:49 2016	1453900669	0	236	236	236
Wed Jan 27 14:17:58 2016	1453900678	0	236	236	236
Wed Jan 27 14:18:34 2016	1453900714	0	236	236	236
Wed Jan 27 14:19:29 2016	1453900769	0	236	236	236
Wed Jan 27 14:19:32 2016	1453900772	0	236	236	236
Wed Jan 27 14:18:25 2016	1453900705	0	236	236	236
Wed Jan 27 14:19:28 2016	1453900768	0	236	236	236
Wed Jan 27 14:19:08 2016	1453900748	0	236	236	236
Wed Jan 27 14:18:42 2016	1453900722	0	236	236	236
Wed Jan 27 14:17:53 2016	1453900673	0	236	236	236
Wed Jan 27 14:18:37 2016	1453900717	0	236	236	236
Wed Jan 27 14:18:57 2016	1453900737	0	236	236	236
Wed Jan 27 14:19:04 2016	1453900744	0	236	236	236
Wed Jan 27 14:18:06 2016	1453900686	0	236	236	236
Wed Jan 27 14:17:44 2016	1453900664	0	236	236	236
Wed Jan 27 14:19:24 2016	1453900764	0	236	236	236
Wed Jan 27 14:18:25 2016	1453900705	0	236	236	236
Wed Jan 27 14:18:09 2016	1453900689	0	236	237	236
Wed Jan 27 14:18:46 2016	1453900726	0	236	237	236
Wed Jan 27 14:18:34 2016	1453900714	0	236	237	236
Wed Jan 27 14:19:06 2016	1453900746	0	236	237	236
Wed Jan 27 14:19:26 2016	1453900766	0	236	237	236
Wed Jan 27 14:19:16 2016	1453900756	0	236	237	236
Wed Jan 27 14:19:19 2016	1453900759	0	236	237	236
Wed Jan 27 14:19:34 2016	1453900774	0	236	237	236
Wed Jan 27 14:18:07 2016	1453900687	0	236	237	236
Wed Jan 27 14:18:35 2016	1453900715	0	236	237	236
Wed Jan 27 14:18:37 2016	1453900717	0	237	237	236
Wed Jan 27 14:18:08 2016	1453900688	0	237	237	236
Wed Jan 27 14:17:51 2016	1453900671	0	237	237	236
Wed Jan 27 14:17:58 2016	1453900678	0	237	237	236
Wed Jan 27 14:19:05 2016	1453900745	0	237	237	236
Wed Jan 27 14:17:53 2016	1453900673	0	236	237	236
Wed Jan 27 14:19:27 2016	1453900767	0	237	237	236
Wed Jan 27 14:19:37 2016	1453900777	0	237	237	236
Wed Jan 27 14:18:27 2016	1453900707	0	237	237	236
Wed Jan 27 14:18:26 2016	1453900706	0	237	237	236
Wed Jan 27 14:17:44 2016	1453900664	0	237	237	236
Wed Jan 27 14:17:58 2016	1453900678	0	237	237	236
Wed Jan 27 14:18:55 2016	1453900735	0	237	237	236
Wed Jan 27 14:18:14 2016	1453900694	0	237	237	236
Wed Jan 27 14:19:05 2016	1453900745	0	237	237	236
Wed Jan 27 14:19:09 2016	1453900749	0	237	237	236
Wed Jan 27 14:17:49 2016	1453900669	0	237	237	236
Wed Jan 27 14:18:47 2016	1453900727	0	237	237	236
Wed Jan 27 14:17:53 2016	1453900673	0	237	237	236
Wed Jan 27 14:19:29 2016	1453900769	0	237	237	236
Wed Jan 27 14:17:49 2016	1453900669	0	237	237	237
Wed Jan 27 14:18:51 2016	1453900731	0	237	237	237
Wed Jan 27 14:18:12 2016	1453900692	0	237	237	237
Wed Jan 27 14:18:30 2016	1453900710	0	237	237	237
Wed Jan 27 14:19:09 2016	1453900749	0	237	237	236
Wed Jan 27 14:17:51 2016	1453900671	0	237	237	236
Wed Jan 27 14:19:21 2016	1453900761	0	237	237	236
Wed Jan 27 14:18:43 2016	1453900723	0	237	237	236
Wed Jan 27 14:19:37 2016	1453900777	0	237	237	237
Wed Jan 27 14:18:49 2016	1453900729	0	237	237	237
Wed Jan 27 14:18:59 2016	1453900739	0	237	237	237
Wed Jan 27 14:17:44 2016	1453900664	0	237	237	237
Wed Jan 27 14:19:07 2016	1453900747	0	237	237	237
Wed Jan 27 14:18:05 2016	1453900685	0	237	237	237
Wed Jan 27 14:19:45 2016	1453900785	0	237	237	237
Wed Jan 27 14:17:51 2016	1453900671	0	237	237	237
Wed Jan 27 14:18:06 2016	1453900686	0	237	237	237
Wed Jan 27 14:19:36 2016	1453900776	0	237	237	237
Wed Jan 27 14:17:52 2016	1453900672	0	237	237	237
Wed Jan 27 14:19:19 2016	1453900759	0	237	237	237
Wed Jan 27 14:18:30 2016	1453900710	0	237	237	237
Wed Jan 27 14:19:05 2016	1453900745	0	237	237	237
Wed Jan 27 14:19:39 2016	1453900779	0	237	237	237
Wed Jan 27 14:19:11 2016	1453900751	0	237	237	237
Wed Jan 27 14:18:41 2016	1453900721	0	237	237	237
Wed Jan 27 14:18:14 2016	1453900694	0	237	237	237
Wed Jan 27 14:18:14 2016	1453900694	0	237	237	237
Wed Jan 27 14:18:36 2016	1453900716	0	237	237	237
Wed Jan 27 14:19:44 2016	1453900784	0	237	237	237
Wed Jan 27 14:19:32 2016	1453900772	0	237	237	237
Wed Jan 27 14:17:56 2016	1453900676	0	237	237	237
Wed Jan 27 14:19:03 2016	1453900743	0	237	237	237
Wed Jan 27 14:19:23 2016	1453900763	0	237	237	237
Wed Jan 27 14:18:52 2016	1453900732	0	237	237	237
Wed Jan 27 14:19:25 2016	1453900765	0	237	237	237
Wed Jan 27 14:18:34 2016	1453900714	0	237	237	237
Wed Jan 27 14:19:00 2016	1453900740	0	237	237	237
Wed Jan 27 14:19:17 2016	1453900757	0	237	237	237
Wed Jan 27 14:19:46 2016	1453900786	0	237	237	237
Wed Jan 27 14:17:51 2016	1453900671	0	237	237	237
Wed Jan 27 14:18:27 2016	1453900707	0	237	237	237
Wed Jan 27 14:18:58 2016	1453900738	0	237	237	237
Wed Jan 27 14:19:29 2016	1453900769	0	237	237	237
Wed Jan 27 14:19:29 2016	1453900769	0	237	237	237
Wed Jan 27 14:17:58 2016	1453900678	0	237	237	237
Wed Jan 27 14:18:43 2016	1453900723	0	237	237	237
Wed Jan 27 14:19:03 2016	1453900743	0	237	237	237
Wed Jan 27 14:18:38 2016	1453900718	0	237	237	237
Wed Jan 27 14:19:28 2016	1453900768	0	237	237	237
Wed Jan 27 14:18:42 2016	1453900722	0	237	237	237
Wed Jan 27 14:19:27 2016	1453900767	0	237	237	237
Wed Jan 27 14:19:18 2016	1453900758	0	237	237	237
Wed Jan 27 14:19:40 2016	1453900780	0	237	237	237
Wed Jan 27 14:18:47 2016	1453900727	0	237	237	237
Wed Jan 27 14:18:27 2016	1453900707	0	237	237	237
Wed Jan 27 14:18:29 2016	1453900709	0	237	237	237
Wed Jan 27 14:18:38 2016	1453900718	0	237	237	237
Wed Jan 27 14:19:35 2016	1453900775	0	237	237	237
Wed Jan 27 14:18:30 2016	1453900710	0	237	237	237
Wed Jan 27 14:18:11 2016	1453900691	0	237	237	237
Wed Jan 27 14:18:58 2016	1453900738	0	237	237	237
Wed Jan 27 14:18:22 2016	1453900702	0	237	237	237
Wed Jan 27 14:18:16 2016	1453900696	0	237	237	237
Wed Jan 27 14:17:59 2016	1453900679	0	237	237	237
Wed Jan 27 14:18:46 2016	1453900726	0	237	237	237
Wed Jan 27 14:17:49 2016	1453900669	0	237	237	237
Wed Jan 27 14:18:30 2016	1453900710	0	237	237	237
Wed Jan 27 14:19:05 2016	1453900745	0	237	237	237
Wed Jan 27 14:19:43 2016	1453900783	0	237	237	237
Wed Jan 27 14:18:56 2016	1453900736	0	237	237	237
Wed Jan 27 14:19:10 2016	1453900750	0	237	237	237
Wed Jan 27 14:18:04 2016	1453900684	0	237	237	237
Wed Jan 27 14:19:32 2016	1453900772	0	237	237	237
Wed Jan 27 14:19:29 2016	1453900769	0	237	237	237
Wed Jan 27 14:18:21 2016	1453900701	0	237	237	237
Wed Jan 27 14:17:54 2016	1453900674	0	237	237	237
Wed Jan 27 14:19:01 2016	1453900741	0	237	237	237
Wed Jan 27 14:19:37 2016	1453900777	0	237	237	237
Wed Jan 27 14:19:34 2016	1453900774	0	237	237	237
Wed Jan 27 14:19:08 2016	1453900748	0	237	237	237
Wed Jan 27 14:19:27 2016	1453900767	0	237	237	237
Wed Jan 27 14:18:30 2016	1453900710	0	237	237	237
Wed Jan 27 14:19:08 2016	1453900748	0	237	237	237
Wed Jan 27 14:19:20 2016	1453900760	0	237	237	237
Wed Jan 27 14:19:21 2016	1453900761	0	237	237	237
Wed Jan 27 14:18:54 2016	1453900734	0	237	237	237
Wed Jan 27 14:19:12 2016	1453900752	0	237	237	237
Wed Jan 27 14:19:25 2016	1453900765	0	237	237	237
Wed Jan 27 14:19:16 2016	1453900756	0	237	237	237
Wed Jan 27 14:19:36 2016	1453900776	0	237	237	237
Wed Jan 27 14:18:37 2016	1453900717	0	237	237	237
Wed Jan 27 14:19:07 2016	1453900747	0	237	237	237
Wed Jan 27 14:19:18 2016	1453900758	0	237	237	237
Wed Jan 27 14:18:38 2016	1453900718	0	237	237	237
Wed Jan 27 14:19:30 2016	1453900770	0	237	237	237
Wed Jan 27 14:19:11 2016	1453900751	0	237	237	237
Wed Jan 27 14:18:52 2016	1453900732	0	237	237	237
Wed Jan 27 14:18:54 2016	1453900734	0	237	237	237
Wed Jan 27 14:19:42 2016	1453900782	0	237	237	237
Wed Jan 27 14:19:30 2016	1453900770	0	237	237	237
Wed Jan 27 14:18:21 2016	1453900701	0	237	237	237
Wed Jan 27 14:19:37 2016	1453900777	0	237	237	237
Wed Jan 27 14:18:46 2016	1453900726	0	237	238	237
Wed Jan 27 14:19:19 2016	1453900759	0	237	238	237
Wed Jan 27 14:19:16 2016	1453900756	0	237	238	237
Wed Jan 27 14:19:24 2016	1453900764	0	237	238	237
Wed Jan 27 14:18:34 2016	1453900714	0	237	238	237
Wed Jan 27 14:18:06 2016	1453900686	0	237	238	237
Wed Jan 27 14:18:11 2016	1453900691	0	237	238	237
Wed Jan 27 14:18:58 2016	1453900738	0	237	238	237
Wed Jan 27 14:19:37 2016	1453900777	0	237	238	237
Wed Jan 27 14:18:28 2016	1453900708	0	237	238	237
Wed Jan 27 14:19:38 2016	1453900778	0	237	238	237
Wed Jan 27 14:19:02 2016	1453900742	0	237	238	237
Wed Jan 27 14:18:19 2016	1453900699	0	237	238	237
Wed Jan 27 14:19:34 2016	1453900774	0	237	238	237
Wed Jan 27 14:19:33 2016	1453900773	0	237	238	237
Wed Jan 27 14:19:11 2016	1453900751	0	237	238	237
Wed Jan 27 14:18:19 2016	1453900699	0	237	238	237
Wed Jan 27 14:18:49 2016	1453900729	0	238	238	237
Wed Jan 27 14:18:36 2016	1453900716	0	238	238	237
Wed Jan 27 14:18:21 2016	1453900701	0	238	238	237
Wed Jan 27 14:19:12 2016	1453900752	0	237	238	237
Wed Jan 27 14:18:37 2016	1453900717	0	238	238	237
Wed Jan 27 14:19:03 2016	1453900743	0	238	238	237
Wed Jan 27 14:18:55 2016	1453900735	0	238	238	237
Wed Jan 27 14:19:01 2016	1453900741	0	238	238	237
Wed Jan 27 14:19:06 2016	1453900746	0	238	238	237
Wed Jan 27 14:19:14 2016	1453900754	0	238	238	237
Wed Jan 27 14:18:59 2016	1453900739	0	238	238	237
Wed Jan 27 14:17:54 2016	1453900674	0	238	238	237
Wed Jan 27 14:17:45 2016	1453900665	0	238	238	237
Wed Jan 27 14:19:31 2016	1453900771	0	238	238	237
Wed Jan 27 14:19:19 2016	1453900759	0	238	238	237
Wed Jan 27 14:17:59 2016	1453900679	0	238	238	237
Wed Jan 27 14:19:35 2016	1453900775	0	238	238	237
Wed Jan 27 14:19:09 2016	1453900749	0	238	238	237
Wed Jan 27 14:18:12 2016	1453900692	0	238	238	238
Wed Jan 27 14:17:51 2016	1453900671	0	238	238	237
Wed Jan 27 14:18:48 2016	1453900728	0	238	238	238
Wed Jan 27 14:19:24 2016	1453900764	0	238	238	237
Wed Jan 27 14:19:36 2016	1453900776	0	238	238	237
Wed Jan 27 14:18:42 2016	1453900722	0	238	238	237
Wed Jan 27 14:17:49 2016	1453900669	0	238	238	238
Wed Jan 27 14:19:19 2016	1453900759	0	238	238	238
Wed Jan 27 14:18:59 2016	1453900739	0	238	238	238
Wed Jan 27 14:17:54 2016	1453900674	0	238	238	238
Wed Jan 27 14:18:59 2016	1453900739	0	238	238	238
Wed Jan 27 14:19:25 2016	1453900765	0	238	238	238
Wed Jan 27 14:18:45 2016	1453900725	0	238	238	237
Wed Jan 27 14:18:12 2016	1453900692	0	238	238	238
Wed Jan 27 14:18:56 2016	1453900736	0	238	238	238
Wed Jan 27 14:19:08 2016	1453900748	0	238	238	238
Wed Jan 27 14:19:31 2016	1453900771	0	238	238	238
Wed Jan 27 14:19:09 2016	1453900749	0	238	238	238
Wed Jan 27 14:18:59 2016	1453900739	0	238	238	238
Wed Jan 27 14:17:45 2016	1453900665	0	238	238	238
Wed Jan 27 14:17:51 2016	1453900671	0	238	238	238
Wed Jan 27 14:18:36 2016	1453900716	0	238	238	238
Wed Jan 27 14:19:37 2016	1453900777	0	238	238	238
Wed Jan 27 14:19:42 2016	1453900782	0	238	238	238
Wed Jan 27 14:17:49 2016	1453900669	0	238	238	238
Wed Jan 27 14:18:43 2016	1453900723	0	238	238	238
Wed Jan 27 14:18:32 2016	1453900712	0	238	238	238
Wed Jan 27 14:19:19 2016	1453900759	0	238	238	238
Wed Jan 27 14:19:08 2016	1453900748	0	238	238	238
Wed Jan 27 14:17:59 2016	1453900679	0	238	238	238
Wed Jan 27 14:19:36 2016	1453900776	0	238	238	238
Wed Jan 27 14:18:07 2016	1453900687	0	238	238	238
Wed Jan 27 14:18:47 2016	1453900727	0	238	238	238
Wed Jan 27 14:19:22 2016	1453900762	0	238	238	238
Wed Jan 27 14:19:16 2016	1453900756	0	238	238	238
Wed Jan 27 14:17:54 2016	1453900674	0	238	238	238
Wed Jan 27 14:19:09 2016	1453900749	0	238	238	238
Wed Jan 27 14:17:57 2016	1453900677	0	238	238	238
Wed Jan 27 14:18:41 2016	1453900721	0	238	238	238
Wed Jan 27 14:18:45 2016	1453900725	0	238	238	238
Wed Jan 27 14:19:25 2016	1453900765	0	238	238	238
Wed Jan 27 14:18:06 2016	1453900686	0	238	238	238
Wed Jan 27 14:18:27 2016	1453900707	0	238	238	238
Wed Jan 27 14:18:07 2016	1453900687	0	238	238	238
Wed Jan 27 14:17:45 2016	1453900665	0	238	238	238
Wed Jan 27 14:18:29 2016	1453900709	0	238	238	238
Wed Jan 27 14:19:03 2016	1453900743	0	238	238	238
Wed Jan 27 14:19:31 2016	1453900771	0	238	238	238
Wed Jan 27 14:18:09 2016	1453900689	0	238	238	238
Wed Jan 27 14:18:49 2016	1453900729	0	238	238	238
Wed Jan 27 14:19:21 2016	1453900761	0	238	238	238
Wed Jan 27 14:18:50 2016	1453900730	0	238	238	238
Wed Jan 27 14:19:32 2016	1453900772	0	238	238	238
Wed Jan 27 14:18:09 2016	1453900689	0	238	238	238
Wed Jan 27 14:19:42 2016	1453900782	0	238	238	238
Wed Jan 27 14:17:48 2016	1453900668	0	238	238	238
Wed Jan 27 14:18:27 2016	1453900707	0	238	238	238
Wed Jan 27 14:18:05 2016	1453900685	0	238	238	238
Wed Jan 27 14:18:51 2016	1453900731	0	238	238	238
Wed Jan 27 14:19:07 2016	1453900747	0	238	238	238
Wed Jan 27 14:17:49 2016	1453900669	0	238	238	238
Wed Jan 27 14:19:03 2016	1453900743	0	238	238	238
Wed Jan 27 14:18:25 2016	1453900705	0	238	238	238
Wed Jan 27 14:18:05 2016	1453900685	0	238	238	238
Wed Jan 27 14:19:18 2016	1453900758	0	238	238	238
Wed Jan 27 14:18:48 2016	1453900728	0	238	238	238
Wed Jan 27 14:19:36 2016	1453900776	0	238	238	238
Wed Jan 27 14:19:30 2016	1453900770	0	238	238	238
Wed Jan 27 14:19:18 2016	1453900758	0	238	238	238
Wed Jan 27 14:19:41 2016	1453900781	0	238	238	238
Wed Jan 27 14:19:40 2016	1453900780	0	238	238	238
Wed Jan 27 14:18:19 2016	1453900699	0	238	238	238
Wed Jan 27 14:19:26 2016	1453900766	0	238	238	238
Wed Jan 27 14:18:46 2016	1453900726	0	238	238	238
Wed Jan 27 14:18:26 2016	1453900706	0	238	238	238
Wed Jan 27 14:19:28 2016	1453900768	0	238	238	238
Wed Jan 27 14:18:14 2016	1453900694	0	238	238	238
Wed Jan 27 14:19:24 2016	1453900764	0	238	238	238
Wed Jan 27 14:18:30 2016	1453900710	0	238	238	238
Wed Jan 27 14:18:31 2016	1453900711	0	238	238	238
Wed Jan 27 14:18:25 2016	1453900705	0	238	238	238
Wed Jan 27 14:18:16 2016	1453900696	0	238	238	238
Wed Jan 27 14:18:36 2016	1453900716	0	238	238	238
Wed Jan 27 14:19:10 2016	1453900750	0	238	238	238
Wed Jan 27 14:18:58 2016	1453900738	0	238	238	238
Wed Jan 27 14:17:56 2016	1453900676	0	238	238	238
Wed Jan 27 14:19:41 2016	1453900781	0	238	238	238
Wed Jan 27 14:17:51 2016	1453900671	0	238	238	238
Wed Jan 27 14:17:56 2016	1453900676	0	238	238	238
Wed Jan 27 14:18:37 2016	1453900717	0	238	238	238
Wed Jan 27 14:18:27 2016	1453900707	0	238	238	238
Wed Jan 27 14:19:20 2016	1453900760	0	238	238	238
Wed Jan 27 14:18:54 2016	1453900734	0	238	238	238
Wed Jan 27 14:18:18 2016	1453900698	0	238	238	238
Wed Jan 27 14:18:53 2016	1453900733	0	238	238	238
Wed Jan 27 14:19:41 2016	1453900781	0	238	238	238
Wed Jan 27 14:19:32 2016	1453900772	0	238	238	238
Wed Jan 27 14:17:54 2016	1453900674	0	238	238	238
Wed Jan 27 14:18:03 2016	1453900683	0	238	238	238
Wed Jan 27 14:18:45 2016	1453900725	0	238	238	238
Wed Jan 27 14:18:25 2016	1453900705	0	238	238	238
Wed Jan 27 14:19:42 2016	1453900782	0	238	238	238
Wed Jan 27 14:18:47 2016	1453900727	0	238	238	238
Wed Jan 27 14:18:01 2016	1453900681	0	238	238	238
Wed Jan 27 14:19:35 2016	1453900775	0	238	238	238
Wed Jan 27 14:18:59 2016	1453900739	0	238	238	238
Wed Jan 27 14:18:07 2016	1453900687	0	238	238	238
Wed Jan 27 14:18:25 2016	1453900705	0	238	238	238
Wed Jan 27 14:18:48 2016	1453900728	0	238	238	238
Wed Jan 27 14:17:45 2016	1453900665	0	238	238	238
Wed Jan 27 14:17:54 2016	1453900674	0	238	238	238
Wed Jan 27 14:18:13 2016	1453900693	0	238	238	238
Wed Jan 27 14:19:29 2016	1453900769	0	238	238	238
Wed Jan 27 14:19:01 2016	1453900741	0	238	238	238
Wed Jan 27 14:19:33 2016	1453900773	0	238	239	238
Wed Jan 27 14:18:37 2016	1453900717	0	238	239	238
Wed Jan 27 14:17:51 2016	1453900671	0	238	239	238
Wed Jan 27 14:18:31 2016	1453900711	0	238	239	238
Wed Jan 27 14:18:46 2016	1453900726	0	238	239	238
Wed Jan 27 14:19:37 2016	1453900777	0	238	239	238
Wed Jan 27 14:19:21 2016	1453900761	0	238	239	238
Wed Jan 27 14:18:56 2016	1453900736	0	238	239	238
Wed Jan 27 14:19:41 2016	1453900781	0	238	239	238
Wed Jan 27 14:19:30 2016	1453900770	0	238	239	238
Wed Jan 27 14:19:42 2016	1453900782	0	238	239	238
Wed Jan 27 14:19:17 2016	1453900757	0	238	239	238
Wed Jan 27 14:18:35 2016	1453900715	0	238	239	238
Wed Jan 27 14:19:29 2016	1453900769	0	238	239	238
Wed Jan 27 14:18:50 2016	1453900730	0	238	239	238
Wed Jan 27 14:19:43 2016	1453900783	0	238	239	238
Wed Jan 27 14:18:06 2016	1453900686	0	238	239	238
Wed Jan 27 14:18:18 2016	1453900698	0	238	239	238
Wed Jan 27 14:19:02 2016	1453900742	0	238	239	238
Wed Jan 27 14:19:45 2016	1453900785	0	239	239	238
Wed Jan 27 14:19:02 2016	1453900742	0	239	239	238
Wed Jan 27 14:18:24 2016	1453900704	0	239	239	238
Wed Jan 27 14:17:56 2016	1453900676	0	239	239	238
Wed Jan 27 14:17:53 2016	1453900673	0	239	239	238
Wed Jan 27 14:18:16 2016	1453900696	0	239	239	238
Wed Jan 27 14:17:51 2016	1453900671	0	239	239	238
Wed Jan 27 14:19:15 2016	1453900755	0	239	239	238
Wed Jan 27 14:18:11 2016	1453900691	0	239	239	238
Wed Jan 27 14:19:12 2016	1453900752	0	239	239	238
Wed Jan 27 14:19:02 2016	1453900742	0	239	239	238
Wed Jan 27 14:18:44 2016	1453900724	0	239	239	238
Wed Jan 27 14:18:06 2016	1453900686	0	239	239	239
Wed Jan 27 14:19:30 2016	1453900770	0	239	239	238
Wed Jan 27 14:18:45 2016	1453900725	0	239	239	238
Wed Jan 27 14:19:33 2016	1453900773	0	239	239	239
Wed Jan 27 14:19:43 2016	1453900783	0	239	239	238
Wed Jan 27 14:18:20 2016	1453900700	0	239	239	238
Wed Jan 27 14:18:06 2016	1453900686	0	239	239	238
Wed Jan 27 14:19:24 2016	1453900764	0	239	239	239
Wed Jan 27 14:17:47 2016	1453900667	0	239	239	239
Wed Jan 27 14:18:01 2016	1453900681	0	239	239	238
Wed Jan 27 14:19:25 2016	1453900765	0	239	239	239
Wed Jan 27 14:19:21 2016	1453900761	0	239	239	238
Wed Jan 27 14:18:34 2016	1453900714	0	239	239	239
Wed Jan 27 14:18:11 2016	1453900691	0	239	239	239
Wed Jan 27 14:18:06 2016	1453900686	0	239	239	238
Wed Jan 27 14:19:41 2016	1453900781	0	239	239	239
Wed Jan 27 14:18:59 2016	1453900739	0	239	239	239
Wed Jan 27 14:19:08 2016	1453900748	0	239	239	239
Wed Jan 27 14:18:37 2016	1453900717	0	239	239	238
Wed Jan 27 14:18:43 2016	1453900723	0	239	239	239
Wed Jan 27 14:19:40 2016	1453900780	0	239	239	239
Wed Jan 27 14:18:21 2016	1453900701	0	239	239	239
Wed Jan 27 14:19:32 2016	1453900772	0	239	239	239
Wed Jan 27 14:19:32 2016	1453900772	0	239	239	239
Wed Jan 27 14:18:32 2016	1453900712	0	239	239	239
Wed Jan 27 14:18:27 2016	1453900707	0	239	239	239
Wed Jan 27 14:19:09 2016	1453900749	0	239	239	239
Wed Jan 27 14:18:31 2016	1453900711	0	239	239	239
Wed Jan 27 14:17:48 2016	1453900668	0	239	239	239
Wed Jan 27 14:18:16 2016	1453900696	0	239	239	239
Wed Jan 27 14:18:40 2016	1453900720	0	239	239	239
Wed Jan 27 14:18:33 2016	1453900713	0	239	239	239
Wed Jan 27 14:18:43 2016	1453900723	0	239	239	239
Wed Jan 27 14:18:09 2016	1453900689	0	239	239	239
Wed Jan 27 14:18:25 2016	1453900705	0	239	239	239
Wed Jan 27 14:19:12 2016	1453900752	0	239	239	239
Wed Jan 27 14:18:09 2016	1453900689	0	239	239	239
Wed Jan 27 14:18:29 2016	1453900709	0	239	239	239
Wed Jan 27 14:18:21 2016	1453900701	0	239	239	239
Wed Jan 27 14:19:16 2016	1453900756	0	239	239	239
Wed Jan 27 14:19:21 2016	1453900761	0	239	239	239
Wed Jan 27 14:18:51 2016	1453900731	0	239	239	239
